,Index,Tweets,label,length,token_text,stop_tokens,hash_token,idf_token,features,rawPrediction,probability,prediction
2660,801100,mother biggest part depression push everyday closer closer edge emoji unamused face,1.0,83,"['mother', 'biggest', 'part', 'depression', 'push', 'everyday', 'closer', 'closer', 'edge', 'emoji', 'unamused', 'face']","['mother', 'biggest', 'part', 'depression', 'push', 'everyday', 'closer', 'closer', 'edge', 'emoji', 'unamused', 'face']","(262144,[8804,12994,85281,125149,137813,155934,163618,237210,245426,247394,257192],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])","(262144,[8804,12994,85281,125149,137813,155934,163618,237210,245426,247394,257192],[5.500674950102412,7.852050207265889,7.852050207265889,1.5448629275506045,4.079289269171251,13.87151895078347,7.158903026705945,7.158903026705945,6.01946874351758,4.188488561136243,6.599287238770521])","(262145,[8804,12994,85281,125149,137813,155934,163618,237210,245426,247394,257192,262144],[5.500674950102412,7.852050207265889,7.852050207265889,1.5448629275506045,4.079289269171251,13.87151895078347,7.158903026705945,7.158903026705945,6.01946874351758,4.188488561136243,6.599287238770521,83.0])","[-893.1968341077085,-797.752025084295]","[3.5387193010965615e-42,1.0]",1.0
2661,801107,study identifies new method treat bipolar depression â pictwittercom9zidakezjw,1.0,78,"['study', 'identifies', 'new', 'method', 'treat', 'bipolar', 'depression', 'â', 'pictwittercom9zidakezjw']","['study', 'identifies', 'new', 'method', 'treat', 'bipolar', 'depression', 'â', 'pictwittercom9zidakezjw']","(262144,[31903,33259,58664,72176,89833,125149,132806,194119,259390],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[31903,33259,58664,72176,89833,125149,132806,194119,259390],[7.852050207265889,8.545197387825835,8.13973227971767,5.287100849804353,3.534562093729579,1.5448629275506045,3.2569303571312993,5.65482562992967,6.53029436728357])","(262145,[31903,33259,58664,72176,89833,125149,132806,194119,259390,262144],[7.852050207265889,8.545197387825835,8.13973227971767,5.287100849804353,3.534562093729579,1.5448629275506045,3.2569303571312993,5.65482562992967,6.53029436728357,78.0])","[-678.9294100654557,-612.8579442469273]","[2.0208169862793152e-29,1.0]",1.0
2662,801110,sonic mania plus cured depression,1.0,33,"['sonic', 'mania', 'plus', 'cured', 'depression']","['sonic', 'mania', 'plus', 'cured', 'depression']","(262144,[99916,101059,125149,165319,183351],[1.0,1.0,1.0,1.0,1.0])","(262144,[99916,101059,125149,165319,183351],[6.75343791859778,7.446585099157725,1.5448629275506045,5.600758408659394,7.852050207265889])","(262145,[99916,101059,125149,165319,183351,262144],[6.75343791859778,7.446585099157725,1.5448629275506045,5.600758408659394,7.852050207265889,33.0])","[-408.88802784377947,-331.3410320719554]","[2.0978172302002585e-34,1.0]",1.0
2663,801111,worst thing depression forgetting eat losing weight getting migraines,1.0,69,"['worst', 'thing', 'depression', 'forgetting', 'eat', 'losing', 'weight', 'getting', 'migraines']","['worst', 'thing', 'depression', 'forgetting', 'eat', 'losing', 'weight', 'getting', 'migraines']","(262144,[52017,68404,70065,125149,147452,163613,166839,202572,230764],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[52017,68404,70065,125149,147452,163613,166839,202572,230764],[7.852050207265889,6.193822130662357,4.546996686156636,1.5448629275506045,5.9061400582105765,7.628906655951679,6.673395210924244,5.326321562957634,4.282517510784519])","(262145,[52017,68404,70065,125149,147452,163613,166839,202572,230764,262144],[7.852050207265889,6.193822130662357,4.546996686156636,1.5448629275506045,5.9061400582105765,7.628906655951679,6.673395210924244,5.326321562957634,4.282517510784519,69.0])","[-639.1204081945345,-555.0966677757337]","[3.2281461399397665e-37,1.0]",1.0
2664,801113,crippling depression road chair,1.0,31,"['crippling', 'depression', 'road', 'chair']","['crippling', 'depression', 'road', 'chair']","(262144,[365,103821,125149,182329],[1.0,1.0,1.0,1.0])","(262144,[365,103821,125149,182329],[6.10285035245663,6.347972810489615,1.5448629275506045,7.446585099157725])","(262145,[365,103821,125149,182329,262144],[6.10285035245663,6.347972810489615,1.5448629275506045,7.446585099157725,31.0])","[-278.1043992863547,-268.498957050459]","[6.735660468765367e-05,0.9999326433953123]",1.0
2665,801116,oh okay solid week feeling normal good positive slipped back feel terrible deepness depression swear youll carry feeling good wont slip back hate urself 4,1.0,154,"['oh', 'okay', 'solid', 'week', 'feeling', 'normal', 'good', 'positive', 'slipped', 'back', 'feel', 'terrible', 'deepness', 'depression', 'swear', 'youll', 'carry', 'feeling', 'good', 'wont', 'slip', 'back', 'hate', 'urself', '4']","['oh', 'okay', 'solid', 'week', 'feeling', 'normal', 'good', 'positive', 'slipped', 'back', 'feel', 'terrible', 'deepness', 'depression', 'swear', 'youll', 'carry', 'feeling', 'good', 'wont', 'slip', 'back', 'hate', 'urself', '4']","(262144,[11422,18184,51897,53472,61899,72709,92855,113432,125149,132270,137733,162801,168886,194802,196946,208694,212620,216466,231842,239452,247989,261610],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[11422,18184,51897,53472,61899,72709,92855,113432,125149,132270,137733,162801,168886,194802,196946,208694,212620,216466,231842,239452,247989,261610],[7.292434419330466,4.012597894672579,8.13973227971767,6.405131224329564,4.0678605733476285,5.326321562957634,7.852050207265889,5.510474433857163,1.5448629275506045,7.178740660449148,9.390099572231552,5.837147186723625,7.041119991049561,4.695049786115776,4.633174382397689,6.840449295587409,7.852050207265889,8.545197387825835,5.477144452692218,6.673395210924244,4.989849326336421,5.268052654833658])","(262145,[11422,18184,51897,53472,61899,72709,92855,113432,125149,132270,137733,162801,168886,194802,196946,208694,212620,216466,231842,239452,247989,261610,262144],[7.292434419330466,4.012597894672579,8.13973227971767,6.405131224329564,4.0678605733476285,5.326321562957634,7.852050207265889,5.510474433857163,1.5448629275506045,7.178740660449148,9.390099572231552,5.837147186723625,7.041119991049561,4.695049786115776,4.633174382397689,6.840449295587409,7.852050207265889,8.545197387825835,5.477144452692218,6.673395210924244,4.989849326336421,5.268052654833658,154.0])","[-1543.63298423755,-1504.248272983579]","[7.860265778451067e-18,1.0]",1.0
2666,801120,dont settle depression anxiety defeat jesus wants overcome faith prayer bible kalamazoo â,1.0,89,"['dont', 'settle', 'depression', 'anxiety', 'defeat', 'jesus', 'wants', 'overcome', 'faith', 'prayer', 'bible', 'kalamazoo', 'â']","['dont', 'settle', 'depression', 'anxiety', 'defeat', 'jesus', 'wants', 'overcome', 'faith', 'prayer', 'bible', 'kalamazoo', 'â']","(262144,[4777,36769,58706,76039,87273,93829,103680,103684,112489,125149,132806,160930,196195],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[4777,36769,58706,76039,87273,93829,103680,103684,112489,125149,132806,160930,196195],[7.041119991049561,5.871048738399306,6.599287238770521,3.39480015135442,3.3008083633033536,7.292434419330466,6.599287238770521,7.158903026705945,7.446585099157725,1.5448629275506045,3.2569303571312993,7.852050207265889,7.852050207265889])","(262145,[4777,36769,58706,76039,87273,93829,103680,103684,112489,125149,132806,160930,196195,262144],[7.041119991049561,5.871048738399306,6.599287238770521,3.39480015135442,3.3008083633033536,7.292434419330466,6.599287238770521,7.158903026705945,7.446585099157725,1.5448629275506045,3.2569303571312993,7.852050207265889,7.852050207265889,89.0])","[-937.8880735233346,-837.5323469236096]","[2.6065238933397487e-44,1.0]",1.0
2667,801122,todays depression brought overwhelming sense detachment followed past transgressions gonna good day emoji unamused face,1.0,119,"['todays', 'depression', 'brought', 'overwhelming', 'sense', 'detachment', 'followed', 'past', 'transgressions', 'gonna', 'good', 'day', 'emoji', 'unamused', 'face']","['todays', 'depression', 'brought', 'overwhelming', 'sense', 'detachment', 'followed', 'past', 'transgressions', 'gonna', 'good', 'day', 'emoji', 'unamused', 'face']","(262144,[12994,57118,81672,113432,125149,137813,154748,189991,195498,201511,212044,247394,250555,254061,260685],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[12994,57118,81672,113432,125149,137813,154748,189991,195498,201511,212044,247394,250555,254061,260685],[7.852050207265889,7.041119991049561,4.282517510784519,2.7552372169285815,1.5448629275506045,4.079289269171251,6.53029436728357,6.599287238770521,8.545197387825835,6.53029436728357,6.599287238770521,4.188488561136243,5.9061400582105765,2.971144019844418,8.545197387825835])","(262145,[12994,57118,81672,113432,125149,137813,154748,189991,195498,201511,212044,247394,250555,254061,260685,262144],[7.852050207265889,7.041119991049561,4.282517510784519,2.7552372169285815,1.5448629275506045,4.079289269171251,6.53029436728357,6.599287238770521,8.545197387825835,6.53029436728357,6.599287238770521,4.188488561136243,5.9061400582105765,2.971144019844418,8.545197387825835,119.0])","[-1077.8654039460519,-1001.8270464283331]","[9.48333117278924e-34,1.0]",1.0
2668,801128,depression relapses common may think â shares recovery process piece mentalhealth,1.0,81,"['depression', 'relapses', 'common', 'may', 'think', 'â', 'shares', 'recovery', 'process', 'piece', 'mentalhealth']","['depression', 'relapses', 'common', 'may', 'think', 'â', 'shares', 'recovery', 'process', 'piece', 'mentalhealth']","(262144,[44141,91192,107669,125149,131196,132806,153109,153423,172676,246556,248200],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[44141,91192,107669,125149,131196,132806,153109,153423,172676,246556,248200],[6.29390558921934,4.74970819865364,5.212992877650631,1.5448629275506045,6.2426122948317895,3.2569303571312993,6.935759475391735,3.6853849834641625,8.545197387825835,6.935759475391735,6.599287238770521])","(262145,[44141,91192,107669,125149,131196,132806,153109,153423,172676,246556,248200,262144],[6.29390558921934,4.74970819865364,5.212992877650631,1.5448629275506045,6.2426122948317895,3.2569303571312993,6.935759475391735,3.6853849834641625,8.545197387825835,6.935759475391735,6.599287238770521,81.0])","[-745.5927495333844,-666.4474474296838]","[4.242599415517763e-35,1.0]",1.0
2669,801129,cure depression halfabillion men â thank support,1.0,48,"['cure', 'depression', 'halfabillion', 'men', 'â', 'thank', 'support']","['cure', 'depression', 'halfabillion', 'men', 'â', 'thank', 'support']","(262144,[14273,81783,92891,125149,132806,177817,245414],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[14273,81783,92891,125149,132806,177817,245414],[6.2426122948317895,4.050958762545025,5.65482562992967,1.5448629275506045,3.2569303571312993,5.409703171896685,8.545197387825835])","(262145,[14273,81783,92891,125149,132806,177817,245414,262144],[6.2426122948317895,4.050958762545025,5.65482562992967,1.5448629275506045,3.2569303571312993,5.409703171896685,8.545197387825835,48.0])","[-424.9155645282574,-390.6928048468171]","[1.3716531805193215e-15,0.9999999999999987]",1.0
2670,801130,exercise depression sweating good mental health,1.0,47,"['exercise', 'depression', 'sweating', 'good', 'mental', 'health']","['exercise', 'depression', 'sweating', 'good', 'mental', 'health']","(262144,[9413,62245,113432,125149,152927,223866],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[9413,62245,113432,125149,152927,223866],[5.7418370069193,4.8195039605891825,2.7552372169285815,1.5448629275506045,8.545197387825835,4.613371755101509])","(262145,[9413,62245,113432,125149,152927,223866,262144],[5.7418370069193,4.8195039605891825,2.7552372169285815,1.5448629275506045,8.545197387825835,4.613371755101509,47.0])","[-379.74759755161807,-322.4113701591804]","[1.2565877751343607e-25,1.0]",1.0
2671,801137,young life podcast 1 depression 101 via,1.0,39,"['young', 'life', 'podcast', '1', 'depression', '101', 'via']","['young', 'life', 'podcast', '1', 'depression', '101', 'via']","(262144,[36225,64807,92651,125149,142305,172517,227625],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[36225,64807,92651,125149,142305,172517,227625],[6.2426122948317895,8.13973227971767,4.975664691344464,1.5448629275506045,4.856317933711899,3.9400272018377436,6.405131224329564])","(262145,[36225,64807,92651,125149,142305,172517,227625,262144],[6.2426122948317895,8.13973227971767,4.975664691344464,1.5448629275506045,4.856317933711899,3.9400272018377436,6.405131224329564,39.0])","[-415.22034273348817,-378.4745962933156]","[1.1003354058452518e-16,1.0]",1.0
2672,801141,study finds lgbtq youth may higher risk developing mental health problems depression anxiety suicide â,1.0,102,"['study', 'finds', 'lgbtq', 'youth', 'may', 'higher', 'risk', 'developing', 'mental', 'health', 'problems', 'depression', 'anxiety', 'suicide', 'â']","['study', 'finds', 'lgbtq', 'youth', 'may', 'higher', 'risk', 'developing', 'mental', 'health', 'problems', 'depression', 'anxiety', 'suicide', 'â']","(262144,[32550,49707,62245,72176,74495,76039,91192,103473,125149,132806,144878,186213,192394,220267,223866],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[32550,49707,62245,72176,74495,76039,91192,103473,125149,132806,144878,186213,192394,220267,223866],[5.9061400582105765,6.75343791859778,4.8195039605891825,5.287100849804353,8.545197387825835,3.39480015135442,4.74970819865364,6.599287238770521,1.5448629275506045,3.2569303571312993,5.287100849804353,7.041119991049561,5.43168207861546,6.935759475391735,4.613371755101509])","(262145,[32550,49707,62245,72176,74495,76039,91192,103473,125149,132806,144878,186213,192394,220267,223866,262144],[5.9061400582105765,6.75343791859778,4.8195039605891825,5.287100849804353,8.545197387825835,3.39480015135442,4.74970819865364,6.599287238770521,1.5448629275506045,3.2569303571312993,5.287100849804353,7.041119991049561,5.43168207861546,6.935759475391735,4.613371755101509,102.0])","[-1033.7061456933604,-843.6776192932124]","[2.9625083302550618e-83,1.0]",1.0
2673,801142,sleeping next someone love reduces depression also helps live longer makes fall asleep faster,1.0,93,"['sleeping', 'next', 'someone', 'love', 'reduces', 'depression', 'also', 'helps', 'live', 'longer', 'makes', 'fall', 'asleep', 'faster']","['sleeping', 'next', 'someone', 'love', 'reduces', 'depression', 'also', 'helps', 'live', 'longer', 'makes', 'fall', 'asleep', 'faster']","(262144,[16640,33053,37521,54961,112584,125149,147136,148039,151881,163809,186480,199581,224315,254415],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[16640,33053,37521,54961,112584,125149,147136,148039,151881,163809,186480,199581,224315,254415],[5.7418370069193,4.947885127237389,6.060290738037835,4.584384218228257,6.29390558921934,1.5448629275506045,4.695049786115776,4.484754377279415,7.628906655951679,5.524772501681472,2.9749463057941563,4.894539146532097,6.405131224329564,7.852050207265889])","(262145,[16640,33053,37521,54961,112584,125149,147136,148039,151881,163809,186480,199581,224315,254415,262144],[5.7418370069193,4.947885127237389,6.060290738037835,4.584384218228257,6.29390558921934,1.5448629275506045,4.695049786115776,4.484754377279415,7.628906655951679,5.524772501681472,2.9749463057941563,4.894539146532097,6.405131224329564,7.852050207265889,93.0])","[-829.3614101243982,-829.201065413427]","[0.4599994880734913,0.5400005119265087]",1.0
2674,801151,equilibrium level gdp occur resources less fully employed utilized therefore grate depression 1930s seen static condition rather self correcting transition period,1.0,162,"['equilibrium', 'level', 'gdp', 'occur', 'resources', 'less', 'fully', 'employed', 'utilized', 'therefore', 'grate', 'depression', '1930s', 'seen', 'static', 'condition', 'rather', 'self', 'correcting', 'transition', 'period']","['equilibrium', 'level', 'gdp', 'occur', 'resources', 'less', 'fully', 'employed', 'utilized', 'therefore', 'grate', 'depression', '1930s', 'seen', 'static', 'condition', 'rather', 'self', 'correcting', 'transition', 'period']","(262144,[15313,38780,48648,65184,68793,79300,84640,105627,110052,113405,124048,125149,145428,158661,186593,203137,212761,217351,229979,231772,234050],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[15313,38780,48648,65184,68793,79300,84640,105627,110052,113405,124048,125149,145428,158661,186593,203137,212761,217351,229979,231772,234050],[7.852050207265889,7.446585099157725,5.65482562992967,7.852050207265889,7.852050207265889,8.13973227971767,7.158903026705945,6.060290738037835,8.545197387825835,8.13973227971767,8.13973227971767,1.5448629275506045,8.545197387825835,6.599287238770521,5.772608665586054,7.446585099157725,6.75343791859778,8.545197387825835,7.041119991049561,8.13973227971767,7.628906655951679])","(262145,[15313,38780,48648,65184,68793,79300,84640,105627,110052,113405,124048,125149,145428,158661,186593,203137,212761,217351,229979,231772,234050,262144],[7.852050207265889,7.446585099157725,5.65482562992967,7.852050207265889,7.852050207265889,8.13973227971767,7.158903026705945,6.060290738037835,8.545197387825835,8.13973227971767,8.13973227971767,1.5448629275506045,8.545197387825835,6.599287238770521,5.772608665586054,7.446585099157725,6.75343791859778,8.545197387825835,7.041119991049561,8.13973227971767,7.628906655951679,162.0])","[-2047.7373916749332,-1875.5820338336334]","[1.713476132689621e-75,1.0]",1.0
2675,801157,believe lot athletes play football hockey mixed martial arts boxing suffer trauma brain injuries cause depression memory loss nobody helping america pugilistic syndrome known punchdrunk even considered disability,1.0,212,"['believe', 'lot', 'athletes', 'play', 'football', 'hockey', 'mixed', 'martial', 'arts', 'boxing', 'suffer', 'trauma', 'brain', 'injuries', 'cause', 'depression', 'memory', 'loss', 'nobody', 'helping', 'america', 'pugilistic', 'syndrome', 'known', 'punchdrunk', 'even', 'considered', 'disability']","['believe', 'lot', 'athletes', 'play', 'football', 'hockey', 'mixed', 'martial', 'arts', 'boxing', 'suffer', 'trauma', 'brain', 'injuries', 'cause', 'depression', 'memory', 'loss', 'nobody', 'helping', 'america', 'pugilistic', 'syndrome', 'known', 'punchdrunk', 'even', 'considered', 'disability']","(262144,[6679,10077,54658,64145,77772,78612,93862,123495,123981,125149,126368,129645,135908,138141,144803,155607,171832,173189,174966,182926,191530,217072,221591,223904,225157,230876,245599,249607],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[6679,10077,54658,64145,77772,78612,93862,123495,123981,125149,126368,129645,135908,138141,144803,155607,171832,173189,174966,182926,191530,217072,221591,223904,225157,230876,245599,249607],[6.840449295587409,6.75343791859778,6.405131224329564,7.292434419330466,5.212992877650631,8.13973227971767,8.545197387825835,7.852050207265889,5.346524270275154,1.5448629275506045,7.041119991049561,8.13973227971767,8.545197387825835,7.628906655951679,7.292434419330466,5.980248030364298,6.465755846145999,6.75343791859778,4.318363642557655,7.628906655951679,6.53029436728357,8.545197387825835,8.13973227971767,8.545197387825835,5.682996506896367,6.75343791859778,4.7839972721322725,5.772608665586054])","(262145,[6679,10077,54658,64145,77772,78612,93862,123495,123981,125149,126368,129645,135908,138141,144803,155607,171832,173189,174966,182926,191530,217072,221591,223904,225157,230876,245599,249607,262144],[6.840449295587409,6.75343791859778,6.405131224329564,7.292434419330466,5.212992877650631,8.13973227971767,8.545197387825835,7.852050207265889,5.346524270275154,1.5448629275506045,7.041119991049561,8.13973227971767,8.545197387825835,7.628906655951679,7.292434419330466,5.980248030364298,6.465755846145999,6.75343791859778,4.318363642557655,7.628906655951679,6.53029436728357,8.545197387825835,8.13973227971767,8.545197387825835,5.682996506896367,6.75343791859778,4.7839972721322725,5.772608665586054,212.0])","[-2437.042800817959,-2333.6230441973225]","[1.2172236444067645e-45,1.0]",1.0
2676,801158,ok whens summer coming like snow rain making seasonal depression stay longer,1.0,76,"['ok', 'whens', 'summer', 'coming', 'like', 'snow', 'rain', 'making', 'seasonal', 'depression', 'stay', 'longer']","['ok', 'whens', 'summer', 'coming', 'like', 'snow', 'rain', 'making', 'seasonal', 'depression', 'stay', 'longer']","(262144,[12409,51039,73249,79367,125149,167401,193254,198197,208258,224315,242297,248069],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[12409,51039,73249,79367,125149,167401,193254,198197,208258,224315,242297,248069],[5.249360521821505,6.840449295587409,5.409703171896685,7.628906655951679,1.5448629275506045,5.095209841994247,5.600758408659394,4.565515733923874,2.984515756810307,6.405131224329564,7.852050207265889,5.063957298490143])","(262145,[12409,51039,73249,79367,125149,167401,193254,198197,208258,224315,242297,248069,262144],[5.249360521821505,6.840449295587409,5.409703171896685,7.628906655951679,1.5448629275506045,5.095209841994247,5.600758408659394,4.565515733923874,2.984515756810307,6.405131224329564,7.852050207265889,5.063957298490143,76.0])","[-703.8633248458991,-758.2297165165647]","[1.0,2.4489284491545658e-24]",0.0
2677,801166,blank space gonna tell anda said speak tonight im still waiting emoji face rolling eyes im planning one wrote suggested catharsis 0 motivation 100 flashbacks depression today,1.0,174,"['blank', 'space', 'gonna', 'tell', 'anda', 'said', 'speak', 'tonight', 'im', 'still', 'waiting', 'emoji', 'face', 'rolling', 'eyes', 'im', 'planning', 'one', 'wrote', 'suggested', 'catharsis', '0', 'motivation', '100', 'flashbacks', 'depression', 'today']","['blank', 'space', 'gonna', 'tell', 'anda', 'said', 'speak', 'tonight', 'im', 'still', 'waiting', 'emoji', 'face', 'rolling', 'eyes', 'im', 'planning', 'one', 'wrote', 'suggested', 'catharsis', '0', 'motivation', '100', 'flashbacks', 'depression', 'today']","(262144,[8449,21823,31015,31536,45252,64238,73853,76985,81672,85530,86311,94623,104348,125149,137813,141652,147164,159452,168976,190212,192378,196486,213324,217817,224616,247394],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[8449,21823,31015,31536,45252,64238,73853,76985,81672,85530,86311,94623,104348,125149,137813,141652,147164,159452,168976,190212,192378,196486,213324,217817,224616,247394],[6.060290738037835,3.391905793328056,4.76166101168078,4.073558594462266,6.840449295587409,3.3977029110123818,4.565515733923874,7.158903026705945,4.282517510784519,5.018836863209674,5.249360521821505,8.13973227971767,8.13973227971767,1.5448629275506045,4.079289269171251,5.500674950102412,6.75343791859778,8.545197387825835,4.989849326336421,7.158903026705945,6.673395210924244,7.158903026705945,7.158903026705945,6.599287238770521,8.545197387825835,4.188488561136243])","(262145,[8449,21823,31015,31536,45252,64238,73853,76985,81672,85530,86311,94623,104348,125149,137813,141652,147164,159452,168976,190212,192378,196486,213324,217817,224616,247394,262144],[6.060290738037835,3.391905793328056,4.76166101168078,4.073558594462266,6.840449295587409,3.3977029110123818,4.565515733923874,7.158903026705945,4.282517510784519,5.018836863209674,5.249360521821505,8.13973227971767,8.13973227971767,1.5448629275506045,4.079289269171251,5.500674950102412,6.75343791859778,8.545197387825835,4.989849326336421,7.158903026705945,6.673395210924244,7.158903026705945,7.158903026705945,6.599287238770521,8.545197387825835,4.188488561136243,174.0])","[-1753.4924632182158,-1748.824807197141]","[0.009306832854114863,0.9906931671458851]",1.0
2678,801167,ill agree disagree solving selfesteem depression issue stops ever getting murderous obsession imo,1.0,97,"['ill', 'agree', 'disagree', 'solving', 'selfesteem', 'depression', 'issue', 'stops', 'ever', 'getting', 'murderous', 'obsession', 'imo']","['ill', 'agree', 'disagree', 'solving', 'selfesteem', 'depression', 'issue', 'stops', 'ever', 'getting', 'murderous', 'obsession', 'imo']","(262144,[38968,51932,79164,89536,125149,203802,225001,227501,230764,231629,235248,251464,251576],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[38968,51932,79164,89536,125149,203802,225001,227501,230764,231629,235248,251464,251576],[7.158903026705945,7.628906655951679,6.840449295587409,8.13973227971767,1.5448629275506045,4.593953669244407,8.545197387825835,6.29390558921934,4.282517510784519,8.545197387825835,3.935039660326704,6.465755846145999,7.852050207265889])","(262145,[38968,51932,79164,89536,125149,203802,225001,227501,230764,231629,235248,251464,251576,262144],[7.158903026705945,7.628906655951679,6.840449295587409,8.13973227971767,1.5448629275506045,4.593953669244407,8.545197387825835,6.29390558921934,4.282517510784519,8.545197387825835,3.935039660326704,6.465755846145999,7.852050207265889,97.0])","[-1050.813038017989,-1027.6898939347525]","[9.072899920098452e-11,0.999999999909271]",1.0
2679,801168,honest truth part genesis curriculum something kids face world today depression pictwittercomounvazorhe,1.0,103,"['honest', 'truth', 'part', 'genesis', 'curriculum', 'something', 'kids', 'face', 'world', 'today', 'depression', 'pictwittercomounvazorhe']","['honest', 'truth', 'part', 'genesis', 'curriculum', 'something', 'kids', 'face', 'world', 'today', 'depression', 'pictwittercomounvazorhe']","(262144,[8804,47561,57058,60080,64238,125149,132133,153671,190756,238949,247394,258646],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[8804,47561,57058,60080,64238,125149,132133,153671,190756,238949,247394,258646],[5.500674950102412,8.13973227971767,4.49341244002253,4.613371755101509,3.3977029110123818,1.5448629275506045,7.292434419330466,8.545197387825835,8.545197387825835,6.75343791859778,4.188488561136243,4.961678449369725])","(262145,[8804,47561,57058,60080,64238,125149,132133,153671,190756,238949,247394,258646,262144],[5.500674950102412,8.13973227971767,4.49341244002253,4.613371755101509,3.3977029110123818,1.5448629275506045,7.292434419330466,8.545197387825835,8.545197387825835,6.75343791859778,4.188488561136243,4.961678449369725,103.0])","[-853.5594417866456,-824.598681147853]","[2.6454616055224187e-13,0.9999999999997355]",1.0
2680,801169,tried buy tickets may 5th brea stubhub bought charging 3x price friend social worker said battling depression really wanted bring laugh together salaries cant pictwittercomrcxoc5g0kx,1.0,182,"['tried', 'buy', 'tickets', 'may', '5th', 'brea', 'stubhub', 'bought', 'charging', '3x', 'price', 'friend', 'social', 'worker', 'said', 'battling', 'depression', 'really', 'wanted', 'bring', 'laugh', 'together', 'salaries', 'cant', 'pictwittercomrcxoc5g0kx']","['tried', 'buy', 'tickets', 'may', '5th', 'brea', 'stubhub', 'bought', 'charging', '3x', 'price', 'friend', 'social', 'worker', 'said', 'battling', 'depression', 'really', 'wanted', 'bring', 'laugh', 'together', 'salaries', 'cant', 'pictwittercomrcxoc5g0kx']","(262144,[14791,50728,71895,74520,91192,93444,93838,97914,103493,125149,147224,168976,176733,183819,201386,213760,216614,219317,220482,224040,229264,230689,231709,243424,243658],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[14791,50728,71895,74520,91192,93444,93838,97914,103493,125149,147224,168976,176733,183819,201386,213760,216614,219317,220482,224040,229264,230689,231709,243424,243658],[8.545197387825835,8.545197387825835,5.600758408659394,4.894539146532097,4.74970819865364,8.545197387825835,6.147302115027464,5.942507702381451,6.673395210924244,1.5448629275506045,5.627426655741556,4.989849326336421,7.446585099157725,7.852050207265889,7.446585099157725,5.43168207861546,5.871048738399306,8.545197387825835,8.13973227971767,5.804357363900634,3.6931671239062176,5.627426655741556,8.545197387825835,6.840449295587409,3.7830234530280786])","(262145,[14791,50728,71895,74520,91192,93444,93838,97914,103493,125149,147224,168976,176733,183819,201386,213760,216614,219317,220482,224040,229264,230689,231709,243424,243658,262144],[8.545197387825835,8.545197387825835,5.600758408659394,4.894539146532097,4.74970819865364,8.545197387825835,6.147302115027464,5.942507702381451,6.673395210924244,1.5448629275506045,5.627426655741556,4.989849326336421,7.446585099157725,7.852050207265889,7.446585099157725,5.43168207861546,5.871048738399306,8.545197387825835,8.13973227971767,5.804357363900634,3.6931671239062176,5.627426655741556,8.545197387825835,6.840449295587409,3.7830234530280786,182.0])","[-1907.2323931744158,-1988.685674819436]","[1.0,4.219774551330884e-36]",0.0
